longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity
-117.09,32.64,30,3171,862.0,2126,800,2.507,142700,NEAR OCEAN
-117.1,32.64,29,1578,460.0,1236,461,2.5658,134700,NEAR OCEAN
-117.09,32.64,20,1999,651.0,1302,592,1.6321,57500,NEAR OCEAN
-117.09,32.64,19,2571,791.0,1205,783,1.62,131300,NEAR OCEAN
-117.09,32.63,27,2920,770.0,1935,746,2.4148,67500,NEAR OCEAN
-117.11,32.64,23,1619,447.0,1025,415,1.858,67500,NEAR OCEAN
-117.11,32.62,27,1846,509.0,1078,482,2.1719,131500,NEAR OCEAN
-117.09,32.62,37,1538,298.0,867,285,3.0729,128700,NEAR OCEAN
-117.09,32.62,37,1925,428.0,1344,426,2.4866,129700,NEAR OCEAN
-117.09,32.62,34,1576,364.0,1153,381,2.1955,129700,NEAR OCEAN
-117.08,32.63,33,2891,793.0,1607,754,2.1281,139800,NEAR OCEAN
-117.09,32.64,24,3613,973.0,2002,931,1.947,147500,NEAR OCEAN
-117.09,32.63,33,620,161.0,420,164,1.8417,150000,NEAR OCEAN
-117.07,32.64,38,1486,269.0,745,295,4.6477,150400,NEAR OCEAN
-117.07,32.63,37,2303,379.0,1026,357,3.455,156900,NEAR OCEAN
-117.07,32.64,30,2873,774.0,1593,731,2.24,129500,NEAR OCEAN
-117.06,32.63,37,1326,234.0,612,240,4.125,160200,NEAR OCEAN
-117.06,32.62,36,786,125.0,408,138,3.9167,189700,NEAR OCEAN
-117.07,32.63,40,1706,322.0,796,303,3.5583,154900,NEAR OCEAN
-117.07,32.63,37,2372,444.0,1056,419,3.7583,145500,NEAR OCEAN
-117.08,32.63,30,2504,559.0,1827,490,2.6146,159400,NEAR OCEAN
-117.08,32.63,28,2080,427.0,1266,434,2.2788,146300,NEAR OCEAN
-117.08,32.62,28,2468,506.0,1353,522,3.0771,158600,NEAR OCEAN
-117.08,32.62,36,1674,309.0,818,307,3.4773,150400,NEAR OCEAN
-117.09,32.61,23,1157,309.0,640,313,2.1548,118800,NEAR OCEAN
-117.09,32.61,21,1945,430.0,1335,419,3.6467,113000,NEAR OCEAN
-117.08,32.62,16,5192,1381.0,3261,1321,2.2685,151900,NEAR OCEAN
-117.08,32.61,27,2264,525.0,1485,468,3.3514,149100,NEAR OCEAN
-117.07,32.62,19,5016,1173.0,2750,1081,2.7838,155900,NEAR OCEAN
-117.06,32.61,34,4325,1015.0,2609,979,2.8489,128300,NEAR OCEAN
-117.07,32.61,22,5016,1331.0,3222,1196,2.1441,135500,NEAR OCEAN
-117.07,32.6,18,2602,551.0,1042,550,1.9267,67500,NEAR OCEAN
-117.07,32.59,21,1779,466.0,1327,488,1.6007,96200,NEAR OCEAN
-117.08,32.59,30,144,52.0,220,48,2.3929,134400,NEAR OCEAN
-117.08,32.6,24,1901,490.0,1334,476,2.2544,121900,NEAR OCEAN
-117.07,32.61,10,1686,414.0,1000,391,2.1765,128400,NEAR OCEAN
-117.06,32.61,24,4369,1353.0,3123,1247,2.0571,152300,NEAR OCEAN
-117.06,32.61,23,1630,362.0,1267,418,2.5625,131100,NEAR OCEAN
-117.07,32.6,13,1607,435.0,983,400,2.2903,106300,NEAR OCEAN
-117.06,32.6,25,1075,238.0,434,234,1.7472,94600,NEAR OCEAN
-117.06,32.6,24,1088,268.0,1095,246,2.4191,107300,NEAR OCEAN
-117.06,32.6,33,905,205.0,989,222,2.7014,108200,NEAR OCEAN
-117.05,32.63,31,4911,861.0,2334,843,4.1958,160100,NEAR OCEAN
-117.05,32.62,34,3928,686.0,2315,681,4.2851,144500,NEAR OCEAN
-117.04,32.62,26,3620,607.0,2000,593,4.9962,156000,NEAR OCEAN
-117.05,32.61,31,4033,715.0,2585,715,3.5096,139900,NEAR OCEAN
-117.05,32.61,21,6034,1205.0,3795,1146,3.2633,129700,NEAR OCEAN
-117.05,32.61,26,1563,286.0,1145,313,3.8615,139300,NEAR OCEAN
-117.04,32.6,20,8052,1461.0,5094,1430,4.2241,139800,NEAR OCEAN
-117.04,32.6,18,4747,846.0,3002,872,3.9076,152900,NEAR OCEAN
-117.05,32.59,16,4683,929.0,3073,865,3.0495,98300,NEAR OCEAN
-117.04,32.63,26,2074,356.0,1228,335,4.1154,160200,NEAR OCEAN
-117.04,32.62,27,1710,282.0,1089,297,4.6793,151900,NEAR OCEAN
-117.03,32.61,23,1553,216.0,778,229,5.1538,171300,NEAR OCEAN
-117.03,32.61,22,1028,148.0,523,152,6.0086,166900,NEAR OCEAN
-117.03,32.6,26,1335,224.0,742,215,5.152,143400,NEAR OCEAN
-117.02,32.59,19,1902,335.0,1102,313,3.0365,98100,NEAR OCEAN
-116.98,32.62,6,7995,1458.0,4771,1376,4.7068,184300,NEAR OCEAN
-117.06,32.64,30,4494,667.0,1883,680,5.766,186100,NEAR OCEAN
-117.06,32.63,29,4168,742.0,2096,713,4.2204,169800,NEAR OCEAN
-116.98,32.68,22,2346,380.0,1217,382,5.5248,156300,NEAR OCEAN
-117.01,32.67,17,2319,348.0,1125,337,5.551,266900,NEAR OCEAN
-117.0,32.67,16,2238,307.0,1002,303,6.6143,264100,NEAR OCEAN
-117.02,32.67,20,1505,184.0,635,182,6.5772,245200,NEAR OCEAN
-117.01,32.66,11,9992,1368.0,4495,1316,6.9664,293900,NEAR OCEAN
-117.02,32.66,19,771,,376,108,6.6272,273600,NEAR OCEAN
-116.97,32.65,4,16450,2833.0,7985,2683,5.6631,233400,NEAR OCEAN
-116.99,32.64,15,4331,699.0,2046,627,3.9519,193500,NEAR OCEAN
-117.04,32.65,8,8806,1401.0,3159,1059,4.2155,247800,NEAR OCEAN
-117.03,32.65,14,1111,142.0,472,145,7.6344,290500,NEAR OCEAN
-117.0,32.64,11,3098,490.0,1391,484,4.9792,170400,NEAR OCEAN
-117.01,32.63,7,6483,976.0,3269,1005,5.7358,221600,NEAR OCEAN
-117.04,32.64,5,2329,542.0,1213,514,4.0298,225600,NEAR OCEAN
-117.02,32.64,5,260,41.0,157,42,6.5151,281700,NEAR OCEAN
-117.03,32.63,13,2087,313.0,1165,330,5.7789,227700,NEAR OCEAN
-117.03,32.63,14,2796,476.0,1466,464,5.2489,213700,NEAR OCEAN
-117.04,32.63,26,2756,422.0,1166,398,5.1354,181600,NEAR OCEAN
-117.01,32.73,22,2526,530.0,1556,529,2.8646,120800,NEAR OCEAN
-117.0,32.72,10,3817,943.0,2352,875,2.1362,143200,NEAR OCEAN
-117.01,32.72,12,2914,734.0,2104,703,2.3068,132300,NEAR OCEAN
-116.99,32.7,15,3660,622.0,2629,612,4.0444,150100,NEAR OCEAN
-117.0,32.7,23,2785,468.0,1456,449,4.3714,131000,NEAR OCEAN
-116.99,32.71,21,3049,582.0,2355,585,3.8904,113800,NEAR OCEAN
-117.0,32.71,22,2263,441.0,1395,416,3.725,123500,NEAR OCEAN
-117.01,32.71,20,3506,692.0,1977,668,2.981,129100,NEAR OCEAN
-117.02,32.74,30,4205,772.0,2012,734,3.5,144700,NEAR OCEAN
-117.03,32.73,34,2061,,1169,400,3.5096,142000,NEAR OCEAN
-117.03,32.73,32,1750,333.0,997,335,3.4784,154400,NEAR OCEAN
-117.03,32.74,37,821,150.0,404,135,3.0125,130400,NEAR OCEAN
-117.02,32.73,22,5201,865.0,3280,817,4.7952,141400,NEAR OCEAN
-117.02,32.72,36,2030,369.0,1142,357,3.7763,126900,NEAR OCEAN
-117.03,32.73,38,3174,606.0,1557,619,3.5861,123600,NEAR OCEAN
-117.03,32.72,38,886,176.0,505,188,3.5938,125400,NEAR OCEAN
-117.03,32.72,37,2192,455.0,1515,446,3.0588,120600,NEAR OCEAN
-117.04,32.72,24,5474,955.0,3020,904,4.0813,137000,NEAR OCEAN
-117.04,32.73,36,2084,400.0,1097,398,3.2717,130700,NEAR OCEAN
-117.04,32.73,25,1375,267.0,1032,278,3.5492,125400,NEAR OCEAN
-117.05,32.72,35,3669,617.0,1694,585,3.9485,133900,NEAR OCEAN
-117.05,32.73,27,3184,588.0,1763,571,3.5529,133900,NEAR OCEAN
-117.03,32.74,35,1878,454.0,991,409,2.4345,129700,NEAR OCEAN
-117.04,32.74,33,3880,770.0,2288,805,3.6848,140700,NEAR OCEAN
-117.02,32.74,12,3301,963.0,2000,879,1.8594,119200,NEAR OCEAN
-117.04,32.74,5,2878,785.0,1727,758,1.7179,132000,NEAR OCEAN
-117.04,32.75,36,2297,418.0,1070,392,3.5192,144000,NEAR OCEAN
-117.05,32.75,29,2767,612.0,1437,587,2.8306,142900,NEAR OCEAN
-117.05,32.75,43,1718,344.0,826,336,2.7014,133700,NEAR OCEAN
-117.03,32.75,24,7879,1655.0,3898,1534,3.0897,187300,NEAR OCEAN
-117.04,32.76,43,3171,665.0,1534,625,3.141,141400,NEAR OCEAN
-117.05,32.76,37,4879,906.0,2076,871,3.6625,154800,NEAR OCEAN
-117.04,32.76,37,2979,557.0,1285,564,3.7368,152200,NEAR OCEAN
-117.15,33.02,4,15029,2279.0,5613,1696,7.2731,450400,NEAR OCEAN
-117.25,33.06,6,9859,1448.0,4194,1401,6.439,296200,NEAR OCEAN
-117.25,33.05,16,2794,476.0,1387,442,4.3286,213400,NEAR OCEAN
-117.26,33.05,14,2323,373.0,1057,372,6.2513,240900,NEAR OCEAN
-117.26,33.06,11,2660,352.0,1226,366,7.6832,319800,NEAR OCEAN
-117.24,33.05,15,3029,555.0,1559,546,5.3129,169200,NEAR OCEAN
-117.24,33.05,11,5827,882.0,2588,842,6.4027,344200,NEAR OCEAN
-117.2,33.07,5,10394,1617.0,4496,1553,5.9289,411300,NEAR OCEAN
-117.16,33.06,16,1988,279.0,770,252,5.8661,404500,NEAR OCEAN
-117.21,33.03,20,3370,433.0,1020,408,11.0911,500001,NEAR OCEAN
-117.18,33.02,15,3540,453.0,1364,425,13.6623,500001,NEAR OCEAN
-117.21,33.02,26,3194,454.0,1032,406,10.156,500001,NEAR OCEAN
-117.23,33.01,18,3961,511.0,1541,470,11.1118,500001,NEAR OCEAN
-117.26,32.97,25,2582,495.0,1088,471,6.4651,500001,NEAR OCEAN
-117.26,32.96,36,1721,264.0,710,282,10.1768,500001,NEAR OCEAN
-117.26,32.95,34,1651,273.0,650,271,5.6582,500001,NEAR OCEAN
-117.26,32.95,22,5484,1227.0,1947,1012,4.4375,500001,NEAR OCEAN
-117.3,32.96,30,1226,205.0,380,151,4.2875,500001,NEAR OCEAN
-117.25,33.01,16,3892,520.0,1454,524,7.7317,396000,NEAR OCEAN
-117.24,33.0,16,2512,356.0,795,353,7.5975,369100,NEAR OCEAN
-117.23,32.99,17,2718,326.0,1011,319,15.0001,500001,NEAR OCEAN
-117.25,32.99,10,4926,749.0,1478,634,7.472,439900,NEAR OCEAN
-117.25,33.0,14,2518,458.0,931,414,5.8393,485300,NEAR OCEAN
-117.26,33.0,31,2695,491.0,1059,451,4.7841,393500,NEAR OCEAN
-117.27,33.0,36,2426,454.0,1085,420,5.1523,387800,NEAR OCEAN
-117.31,33.0,30,1631,310.0,665,297,6.8443,492500,NEAR OCEAN
-117.26,32.99,16,2127,512.0,1532,499,2.7348,231300,NEAR OCEAN
-117.27,32.99,21,3318,578.0,1273,538,5.5922,382100,NEAR OCEAN
-117.26,32.98,12,3900,977.0,1690,892,4.125,226900,NEAR OCEAN
-117.31,32.98,17,2789,648.0,849,345,4.1012,244700,NEAR OCEAN
-117.27,32.98,17,1853,392.0,351,208,5.2742,230700,NEAR OCEAN
-117.32,33.01,29,3584,712.0,1619,667,4.125,394400,NEAR OCEAN
-117.28,33.02,21,2736,585.0,1251,576,4.2356,347700,NEAR OCEAN
-117.27,33.02,13,5723,1242.0,2450,1140,4.7179,376700,NEAR OCEAN
-117.26,33.04,18,2229,346.0,1088,352,6.3525,278300,NEAR OCEAN
-117.26,33.04,16,3109,450.0,1433,453,6.6319,269600,NEAR OCEAN
-117.24,33.04,13,3498,663.0,1412,618,3.212,147600,NEAR OCEAN
-117.25,33.03,6,3416,493.0,1319,467,6.9326,324600,NEAR OCEAN
-117.27,33.03,25,1787,311.0,1108,311,3.9826,215800,NEAR OCEAN
-117.27,33.03,16,2240,443.0,1104,416,3.5313,148700,NEAR OCEAN
-117.26,33.02,9,4632,759.0,1724,685,6.3712,369800,NEAR OCEAN
-117.27,33.03,19,2899,499.0,1356,512,4.87,220900,NEAR OCEAN
-117.27,33.02,21,2144,340.0,928,344,5.798,286100,NEAR OCEAN
-117.29,33.05,28,1146,338.0,672,292,3.1667,300000,NEAR OCEAN
-117.28,33.04,12,4459,928.0,2471,888,3.5179,252700,NEAR OCEAN
-117.27,33.04,27,1839,392.0,1302,404,3.55,214600,NEAR OCEAN
-117.29,33.04,30,2750,555.0,1281,520,4.7333,286900,NEAR OCEAN
-117.33,33.03,31,1171,321.0,603,267,2.8611,314300,NEAR OCEAN
-117.3,33.07,14,2670,426.0,1034,407,6.4247,295100,NEAR OCEAN
-117.29,33.08,18,3225,515.0,1463,476,5.7787,346700,NEAR OCEAN
-117.27,33.08,7,2949,447.0,1335,426,6.0922,342400,NEAR OCEAN
-117.29,33.06,20,2110,335.0,1008,325,6.1509,338700,NEAR OCEAN
-117.28,33.06,8,4172,1022.0,2585,941,4.0118,245800,NEAR OCEAN
-117.27,33.06,7,3686,733.0,1612,672,3.197,367100,NEAR OCEAN
-117.27,33.05,15,3333,808.0,1371,737,2.9083,122400,NEAR OCEAN
-117.3,33.08,24,2628,527.0,1389,520,4.0,343200,NEAR OCEAN
-117.34,33.06,17,2718,518.0,815,403,4.3182,357100,NEAR OCEAN
-117.31,33.07,21,2035,534.0,948,467,3.2984,369400,NEAR OCEAN
-117.3,33.07,16,3147,765.0,2165,690,3.5585,284800,NEAR OCEAN
-117.3,33.06,24,2171,511.0,870,442,3.194,276300,NEAR OCEAN
-117.3,33.06,31,2128,520.0,1049,485,4.027,290000,NEAR OCEAN
-117.3,33.05,34,1797,458.0,775,391,3.2308,331300,NEAR OCEAN
-117.33,33.17,11,10923,2041.0,4773,1858,4.0791,281300,NEAR OCEAN
-117.34,33.16,31,2851,458.0,1286,467,4.5694,243700,NEAR OCEAN
-117.33,33.16,29,3559,552.0,1533,545,4.0585,245500,NEAR OCEAN
-117.32,33.15,15,13245,2212.0,5495,2060,5.4904,262100,NEAR OCEAN
-117.32,33.12,25,2670,527.0,936,461,2.7717,354000,NEAR OCEAN
-117.31,33.1,15,2392,446.0,747,421,3.5341,500001,NEAR OCEAN
-117.29,33.13,4,617,105.0,224,105,3.9205,183000,NEAR OCEAN
-117.31,33.11,7,7974,1703.0,2904,1550,4.1282,188100,NEAR OCEAN
-117.29,33.12,4,1380,322.0,755,286,4.7961,168800,NEAR OCEAN
-117.29,33.1,6,6091,1018.0,2064,957,5.1837,259800,NEAR OCEAN
-117.28,33.1,13,2644,422.0,1197,399,6.5338,267900,NEAR OCEAN
-117.35,33.17,16,4595,1341.0,2849,1197,2.478,185600,NEAR OCEAN
-117.34,33.16,24,1006,277.0,610,246,2.25,187500,NEAR OCEAN
-117.34,33.15,19,5710,1423.0,4163,1406,3.0306,178500,NEAR OCEAN
-117.35,33.16,22,1331,305.0,580,193,3.975,500001,NEAR OCEAN
-117.35,33.16,10,1684,515.0,902,449,3.7891,206300,NEAR OCEAN
-117.34,33.15,17,4505,1140.0,2111,1062,3.3536,283300,NEAR OCEAN
-117.36,33.18,26,5550,1153.0,2372,1058,2.5509,181800,NEAR OCEAN
-117.36,33.18,39,1546,291.0,833,308,2.8893,185400,NEAR OCEAN
-117.35,33.17,36,1977,423.0,812,387,3.625,198000,NEAR OCEAN
-117.36,33.17,24,2046,442.0,812,367,2.3182,500001,NEAR OCEAN
-117.37,33.18,19,1931,509.0,855,394,2.6979,266700,NEAR OCEAN
-117.37,33.19,23,4104,1274.0,4729,1187,1.8214,173800,NEAR OCEAN
-117.37,33.19,33,2205,453.0,1138,439,2.8819,208600,NEAR OCEAN
-117.37,33.19,18,975,382.0,650,286,1.9562,192500,NEAR OCEAN
-117.37,33.19,38,861,213.0,486,204,4.1875,185000,NEAR OCEAN
-117.38,33.19,35,928,264.0,538,248,2.4583,197900,NEAR OCEAN
-117.38,33.14,14,5039,1373.0,1298,696,3.209,313300,NEAR OCEAN
-117.38,33.19,26,4123,1145.0,1703,895,1.9891,500000,NEAR OCEAN
-117.38,33.2,17,1877,581.0,1288,426,1.9386,106300,NEAR OCEAN
-117.37,33.2,19,928,317.0,845,319,1.6318,187500,NEAR OCEAN
-117.38,33.19,17,353,112.0,359,118,1.5625,162500,NEAR OCEAN
-117.38,33.2,26,1427,386.0,974,317,1.3903,184400,NEAR OCEAN
-117.36,33.2,19,1926,557.0,1190,483,1.3269,166100,NEAR OCEAN
-117.36,33.2,19,2129,562.0,1323,525,2.9539,169900,NEAR OCEAN
-117.36,33.2,26,2447,482.0,1405,486,3.2917,150800,NEAR OCEAN
-117.35,33.2,23,3297,728.0,1793,622,2.5754,169700,NEAR OCEAN
-117.35,33.21,24,1586,262.0,912,298,4.25,150300,NEAR OCEAN
-117.34,33.21,23,2062,376.0,1302,379,4.0109,145700,NEAR OCEAN
-117.35,33.2,32,1251,220.0,700,232,3.9875,142900,NEAR OCEAN
-117.34,33.21,12,5963,1372.0,3015,1124,2.7386,216100,NEAR OCEAN
-117.35,33.19,28,2823,476.0,1189,433,5.1733,198100,NEAR OCEAN
-117.34,33.19,23,3546,553.0,1533,518,5.276,224500,NEAR OCEAN
-117.33,33.19,15,3672,845.0,1827,796,2.9716,173600,NEAR OCEAN
-117.34,33.19,19,3575,525.0,1654,559,5.7409,274100,NEAR OCEAN
-117.32,33.23,24,2580,604.0,982,569,1.6402,169300,NEAR OCEAN
-117.32,33.22,15,4784,1039.0,1810,986,2.4375,108900,NEAR OCEAN
-117.33,33.22,21,2868,602.0,855,559,2.7846,91200,NEAR OCEAN
-117.32,33.22,16,1057,232.0,316,221,2.7417,91700,NEAR OCEAN
-117.33,33.21,17,1246,300.0,424,288,2.2882,85800,NEAR OCEAN
-117.3,33.22,4,14960,2988.0,6666,2612,3.7568,184100,NEAR OCEAN
-117.31,33.19,11,20944,3753.0,8738,3441,4.3762,215500,NEAR OCEAN
-117.29,33.2,16,2150,461.0,1428,407,2.4754,157300,NEAR OCEAN
-117.31,33.18,16,1835,430.0,599,399,2.0147,87700,NEAR OCEAN
-117.29,33.19,18,6235,1233.0,4127,1162,3.0704,151600,NEAR OCEAN
-117.28,33.2,20,4835,854.0,2983,834,4.3428,152100,NEAR OCEAN
-117.37,33.22,35,2204,482.0,1435,462,3.676,125600,NEAR OCEAN
-117.35,33.23,4,1837,287.0,934,277,3.8958,189800,NEAR OCEAN
-117.35,33.21,18,2971,606.0,2051,493,2.675,117100,NEAR OCEAN
-117.38,33.21,31,1502,367.0,1514,342,2.6442,103300,NEAR OCEAN
-117.37,33.2,29,1315,311.0,1425,306,2.0272,99600,NEAR OCEAN
-117.34,33.23,11,3737,757.0,2212,727,3.1062,141000,NEAR OCEAN
-117.33,33.23,15,2919,592.0,1130,579,2.5872,155600,NEAR OCEAN
-117.33,33.23,15,1905,416.0,1258,388,3.33,127900,NEAR OCEAN
-117.33,33.24,13,4543,881.0,2298,870,2.9386,143400,NEAR OCEAN
-117.28,33.2,11,1472,261.0,1012,285,4.21,175600,NEAR OCEAN
-117.27,33.19,8,973,289.0,663,209,2.724,139300,NEAR OCEAN
-117.28,33.19,5,2697,639.0,1633,580,3.4456,165800,NEAR OCEAN
-117.27,33.18,4,3371,773.0,1481,627,2.9133,215700,NEAR OCEAN
-117.26,33.19,4,2342,595.0,1518,545,2.9469,216100,NEAR OCEAN
-117.26,33.19,2,2629,509.0,1044,522,4.2361,158500,NEAR OCEAN
-117.3,33.17,6,7880,1533.0,3760,1460,4.1807,182600,NEAR OCEAN
-117.32,33.17,18,2143,299.0,828,283,4.2383,239000,NEAR OCEAN
-117.31,33.17,7,2349,312.0,809,282,5.552,283900,NEAR OCEAN
-117.31,33.16,4,5846,894.0,2282,801,5.5956,247800,NEAR OCEAN
-117.31,33.16,17,1704,263.0,781,281,5.6605,224400,NEAR OCEAN
-117.29,33.18,15,3780,792.0,1632,721,2.7644,111400,NEAR OCEAN
-117.29,33.18,17,821,176.0,436,168,3.1667,160600,NEAR OCEAN
-117.28,33.18,16,3002,591.0,842,538,2.1205,157300,NEAR OCEAN
-117.28,33.18,14,676,118.0,384,126,6.2096,178100,NEAR OCEAN
-117.26,33.18,9,4540,793.0,2235,746,4.5781,225600,NEAR OCEAN
-117.27,33.15,4,23915,4135.0,10877,3958,4.6357,244900,NEAR OCEAN
-117.29,33.15,11,2560,445.0,952,448,4.0625,87500,NEAR OCEAN
-117.23,33.16,4,3066,625.0,1164,582,4.0,228100,NEAR OCEAN
-117.23,33.16,2,4624,946.0,2091,808,3.6736,214500,NEAR OCEAN
-117.22,33.14,5,4576,848.0,2314,705,5.0123,210400,NEAR OCEAN
-117.21,33.13,15,1889,368.0,754,409,2.2278,132800,NEAR OCEAN
-117.21,33.13,19,3068,596.0,912,554,3.775,168000,NEAR OCEAN
-117.2,33.12,18,4372,736.0,1473,675,5.1194,247800,NEAR OCEAN
-117.21,33.12,4,3261,689.0,926,561,4.3672,258900,NEAR OCEAN
-117.18,33.11,16,3470,601.0,1197,552,5.1814,279900,NEAR OCEAN
-117.25,33.12,8,8552,1437.0,3335,1323,5.311,255800,NEAR OCEAN
-117.24,33.11,10,3487,545.0,1410,557,6.0336,240300,NEAR OCEAN
-117.23,33.1,4,1862,291.0,685,248,7.745,237400,NEAR OCEAN
-117.25,33.1,14,3676,720.0,1176,614,3.9464,171900,NEAR OCEAN
-117.26,33.09,22,2398,407.0,349,169,7.0423,500001,NEAR OCEAN
-117.26,33.09,13,3730,761.0,1335,603,4.1667,227100,NEAR OCEAN
-117.23,33.09,7,5320,855.0,2015,768,6.3373,279600,NEAR OCEAN
-117.25,33.08,13,3651,465.0,1311,435,7.5402,340300,NEAR OCEAN
-117.25,33.08,14,7208,1012.0,3097,1014,6.617,285200,NEAR OCEAN
-117.26,33.08,12,5080,814.0,1958,716,5.3905,299600,NEAR OCEAN
-122.45,37.71,46,2559,506.0,1562,498,4.3846,270600,NEAR OCEAN
-122.45,37.71,52,1658,322.0,1086,326,3.8583,261600,NEAR OCEAN
-122.45,37.71,41,1578,351.0,1159,299,3.9167,243600,NEAR OCEAN
-122.46,37.71,52,1580,337.0,1425,330,4.0547,246200,NEAR OCEAN
-122.46,37.71,47,1527,283.0,1102,282,4.0,231600,NEAR OCEAN
-122.45,37.71,34,3131,669.0,2204,600,3.5536,251000,NEAR OCEAN
-122.46,37.72,52,2951,406.0,1115,397,6.7228,405200,NEAR OCEAN
-122.47,37.73,52,2134,277.0,936,285,5.9245,484600,NEAR OCEAN
-122.47,37.73,52,2151,280.0,762,274,10.7309,500001,NEAR OCEAN
-122.47,37.73,50,1653,252.0,641,224,10.6605,500001,NEAR OCEAN
-122.47,37.72,46,1836,319.0,767,302,5.9114,399000,NEAR OCEAN
-122.46,37.72,47,1723,389.0,1216,399,3.3208,238600,NEAR OCEAN
-122.46,37.72,49,1207,255.0,658,220,4.0859,228600,NEAR OCEAN
-122.46,37.72,48,1690,339.0,962,317,3.2875,221500,NEAR OCEAN
-122.46,37.72,45,2399,419.0,1225,399,4.0855,244100,NEAR OCEAN
-122.46,37.72,39,2254,,1388,404,2.9688,232000,NEAR OCEAN
-122.47,37.71,44,2547,511.0,1577,516,4.1939,237900,NEAR OCEAN
-122.47,37.71,42,1961,427.0,1211,409,3.5156,239400,NEAR OCEAN
-122.47,37.72,43,968,199.0,434,162,2.5333,239300,NEAR OCEAN
-122.47,37.72,46,1453,306.0,817,310,3.0,246700,NEAR OCEAN
-122.47,37.72,49,1690,307.0,770,294,4.5913,259700,NEAR OCEAN
-122.45,37.71,45,2253,431.0,1382,392,4.2562,221600,NEAR OCEAN
-122.46,37.71,52,1642,351.0,1138,340,4.1406,219500,NEAR OCEAN
-122.46,37.71,49,1711,348.0,1138,325,2.875,225000,NEAR OCEAN
-122.46,37.72,37,1833,388.0,1093,363,3.0703,211800,NEAR OCEAN
-122.48,37.74,52,2453,508.0,1056,453,3.6859,311800,NEAR OCEAN
-122.49,37.75,48,2181,419.0,1041,379,3.7361,320200,NEAR OCEAN
-122.49,37.75,47,2140,425.0,1105,401,3.7054,308500,NEAR OCEAN
-122.49,37.75,45,2341,461.0,1092,438,4.8036,297800,NEAR OCEAN
-122.49,37.75,43,2044,393.0,979,378,3.9205,319100,NEAR OCEAN
-122.49,37.75,48,2387,424.0,1041,408,3.7562,321200,NEAR OCEAN
-122.49,37.75,52,2226,385.0,1177,416,4.8516,323800,NEAR OCEAN
-122.49,37.74,52,2189,433.0,1147,420,3.4583,321300,NEAR OCEAN
-122.48,37.74,52,2285,435.0,1211,442,4.0208,323100,NEAR OCEAN
-122.48,37.74,52,2166,423.0,1072,370,4.131,314300,NEAR OCEAN
-122.48,37.74,52,2841,517.0,1372,517,3.9236,335000,NEAR OCEAN
-122.49,37.73,48,1190,182.0,497,199,6.2642,438500,NEAR OCEAN
-122.49,37.74,48,1186,213.0,487,207,3.8333,340800,NEAR OCEAN
-122.49,37.74,52,2442,449.0,1188,436,4.3909,317700,NEAR OCEAN
-122.49,37.74,52,2302,457.0,1154,424,4.5744,315200,NEAR OCEAN
-122.48,37.73,52,1597,240.0,566,231,5.1681,500001,NEAR OCEAN
-122.48,37.73,47,2382,392.0,867,376,5.2598,371500,NEAR OCEAN
-122.49,37.73,39,1937,336.0,742,307,5.1991,369400,NEAR OCEAN
-122.49,37.73,37,1399,224.0,530,235,3.9219,433300,NEAR OCEAN
-122.49,37.73,36,1821,292.0,742,298,5.6204,406200,NEAR OCEAN
-122.48,37.73,38,3195,828.0,2410,778,3.1359,350000,NEAR OCEAN
-122.47,37.72,47,1176,286.0,564,258,3.2059,350000,NEAR OCEAN
-122.48,37.71,43,3850,1018.0,1497,829,3.5296,400000,NEAR OCEAN
-122.48,37.72,45,1405,338.0,733,342,4.1116,187500,NEAR OCEAN
-122.48,37.72,46,2403,638.0,1281,603,3.2321,112500,NEAR OCEAN
-122.5,37.76,52,2018,422.0,1142,463,3.7083,307700,NEAR OCEAN
-122.5,37.76,43,2108,456.0,1299,447,3.1406,316200,NEAR OCEAN
-122.5,37.76,50,1993,410.0,1009,374,3.9464,295600,NEAR OCEAN
-122.5,37.76,48,1408,295.0,891,269,3.8333,296300,NEAR OCEAN
-122.5,37.76,46,1491,285.0,841,306,4.5329,278800,NEAR OCEAN
-122.5,37.75,45,1672,344.0,838,314,4.1419,291500,NEAR OCEAN
-122.5,37.75,43,2373,481.0,1247,454,4.0985,283200,NEAR OCEAN
-122.51,37.76,43,2345,624.0,1439,614,2.8448,268900,NEAR OCEAN
-122.51,37.76,43,2527,619.0,1332,558,3.0465,274200,NEAR OCEAN
-122.51,37.76,40,2320,562.0,1499,521,3.2792,260800,NEAR OCEAN
-122.5,37.76,46,2226,480.0,1272,468,4.2644,284100,NEAR OCEAN
-122.5,37.76,45,1673,377.0,1078,393,3.3393,272300,NEAR OCEAN
-122.5,37.75,45,1620,,941,328,4.3859,270200,NEAR OCEAN
-122.5,37.75,44,1819,,1137,354,3.4919,271800,NEAR OCEAN
-122.54,37.76,45,1592,325.0,920,322,3.96,272200,NEAR OCEAN
-122.5,37.75,44,1739,343.0,872,330,2.9632,286300,NEAR OCEAN
-122.5,37.74,40,2310,445.0,1266,490,3.7969,297800,NEAR OCEAN
-122.5,37.74,45,1771,349.0,1098,342,3.7552,296600,NEAR OCEAN
-122.49,37.74,44,1472,275.0,820,310,5.6826,300000,NEAR OCEAN
-122.5,37.74,44,2374,496.0,1087,426,3.5,275700,NEAR OCEAN
